TransactionID,TransactionAmt,C1,C11,C13,C14,V187,V189,V244,V258,isFraud
2987376,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987386,43.019,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2987398,15.468,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2987429,7.493,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0
2987433,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987446,50.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2987456,7.251,3.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,0
2987466,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987476,37.763,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2987488,15.105,3.0,5.0,16.0,3.0,1.0,0.0,1.0,1.0,0
2987499,9.425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987514,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987517,9.305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987520,175.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0
2987532,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987535,40.361,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987544,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987551,10.996,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0
2987556,41.146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987558,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987560,203.374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987563,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987571,1.896,9.0,10.0,27.0,4.0,2.0,0.0,1.0,1.0,0
2987576,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987577,6.477,2.0,5.0,10.0,2.0,1.0,0.0,1.0,1.0,0
2987584,32.325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987585,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987590,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987592,9.788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987596,5.4,9.0,10.0,28.0,4.0,2.0,0.0,1.0,1.0,0
2987598,34.017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987607,53.411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987612,5.4,9.0,10.0,28.0,4.0,2.0,0.0,1.0,1.0,0
2987618,5.4,10.0,10.0,28.0,4.0,2.0,0.0,1.0,2.0,0
2987623,71.477,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2987625,14.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987637,70.51,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2987641,12.326,4.0,2.0,9.0,2.0,1.0,0.0,1.0,1.0,0
2987653,15.709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987664,16.012,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2987683,124.344,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
2987696,36.252,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0
2987730,43.563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987739,26.654,6.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,0
2987751,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987758,23.201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987800,23.926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987815,129.299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987821,400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987828,64.649,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0
2987829,50.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2987831,125.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
2987838,51.357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987844,21.389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987847,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987849,42.294,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987853,80.963,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2987854,118.423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2987869,83.38,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1
2987895,16.012,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2987929,18.67,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2987951,14.138,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2987989,88.938,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988018,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988021,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988033,45.073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988177,28.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988182,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988192,38.548,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0
2988204,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988246,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988340,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988342,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988380,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988431,150.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2988448,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988469,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988513,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988535,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988568,75.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0
2988621,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988667,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988672,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988678,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988702,450.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2988705,200.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0
2988706,450.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2988717,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988740,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988746,50.0,734.0,576.0,403.0,367.0,1.0,1.0,1.0,1.0,0
2988752,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988755,50.0,734.0,576.0,403.0,367.0,1.0,1.0,1.0,1.0,0
2988778,50.0,734.0,576.0,403.0,367.0,1.0,1.0,1.0,1.0,0
2988812,150.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0
2988824,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988832,100.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0
2988855,200.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2988880,200.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2988894,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988935,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2988997,150.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0
2989029,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989102,100.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0
2989106,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989116,250.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,1
2989201,120.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2989213,120.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0
2989263,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2989271,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989280,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989292,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989316,120.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0
2989318,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989320,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989328,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989347,18.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989349,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2989361,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989374,100.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2989378,100.0,735.0,577.0,404.0,368.0,1.0,1.0,1.0,1.0,0
2989440,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989468,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989522,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989600,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989619,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989624,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989682,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989738,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989740,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989786,150.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0
2989872,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989884,275.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989887,90.268,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2989888,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989895,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2989949,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2989981,50.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990027,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990038,25.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990046,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990059,25.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990065,25.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
2990113,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990114,30.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0
2990116,375.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990118,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990130,75.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0
2990131,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990136,225.0,7.0,3.0,0.0,0.0,4.0,2.0,1.0,5.0,1
2990144,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990181,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990196,225.0,8.0,3.0,0.0,0.0,5.0,2.0,2.0,6.0,1
2990200,225.0,8.0,4.0,0.0,0.0,5.0,2.0,2.0,6.0,1
2990202,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990209,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990250,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990279,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990326,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990375,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990415,250.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990421,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990493,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990543,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990567,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990582,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990613,175.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0
2990657,500.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0
2990689,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990692,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990779,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990807,400.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0
2990827,125.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990835,125.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2990842,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990851,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990859,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990890,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990906,150.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2990909,150.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2990914,75.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0
2990917,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990932,100.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2990957,81.325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990962,600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2990965,150.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1
2991027,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991031,150.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2991064,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991080,75.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991105,100.0,2.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,0
2991205,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991220,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991223,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991228,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991241,150.0,22.0,15.0,20.0,16.0,1.0,0.0,1.0,2.0,0
2991256,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991285,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991295,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2991359,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991360,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991386,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991397,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991427,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2991432,75.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2991436,75.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2991452,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991475,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2991480,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991496,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2991550,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991599,50.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2991608,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991645,250.0,9.0,1.0,0.0,0.0,2.0,2.0,2.0,9.0,1
2991650,250.0,9.0,1.0,0.0,0.0,2.0,2.0,2.0,9.0,1
2991677,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991689,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991734,86.28,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0
2991747,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991788,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991832,175.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991864,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991898,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991935,375.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2991939,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992052,41.388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992102,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992198,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992305,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992342,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992407,150.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2992434,50.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0
2992447,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992472,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992490,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992503,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992547,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992617,48.336,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2992629,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992646,200.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1
2992658,200.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,1
2992661,200.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1
2992673,52.505,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992706,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992710,54.62,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992712,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992766,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992777,7.251,4.0,2.0,36.0,4.0,1.0,1.0,1.0,2.0,0
2992786,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992793,100.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0
2992796,100.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0
2992801,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992823,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992852,14.501,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2992896,54.62,90.0,24.0,8.0,7.0,1.0,1.0,1.0,1.0,1
2992903,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992937,38.185,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992949,150.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0
2992974,112.502,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2992980,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993007,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993025,225.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993026,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993053,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993059,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993093,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993094,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993101,25.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993102,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993111,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993121,33.473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993147,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993150,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993157,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993165,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993178,75.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2993182,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993203,19.214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993204,32.325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993205,29.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2993242,20.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
2993262,100.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0
2993263,100.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0
2993286,15.709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993305,50.0,5.0,3.0,8.0,4.0,2.0,1.0,1.0,1.0,0
2993352,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993371,150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993383,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2993384,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993434,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993449,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2993609,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
